Latitude,Longitude
25.392581,56.354636
25.392581,56.354636
25.392581,56.354636
25.392581,56.354636
24.201667,55.716389
25.810519,55.9647
25.810519,55.9647
25.810519,55.9647
24.218997,55.739888
24.218997,55.739888
25.339118,56.104939
25.283447,56.332801
23.630726,53.729897
25.329901,56.021884
25.540918,56.130664
25.339118,56.104939
24.951349,56.149968
24.951349,56.149968
25.329901,56.021884
25.329901,56.021884
25.329901,56.021884
24.294566,53.330688
25.325405,56.133112
25.276233,56.362558
25.810519,55.9647
24.266272,55.741227
23.076461,54.013474
24.266272,55.741227
23.013531,54.154475
23.013531,54.154475
23.013531,54.154475
25.810519,55.9647
23.143549,53.788097
23.066667,53.533333
25.276233,56.362558
25.276233,56.362558
24.099107,53.490769
24.099107,53.490769
23.143549,53.788097
24.099107,53.490769
24.099107,53.490769
23.143549,53.788097
25.361667,56.344722
24.07843,53.53842
24.07843,53.53842
24.07843,53.53842
24.07843,53.53842
25.540918,56.130664
25.540918,56.130664
24.07843,53.53842
24.294566,53.330688
25.301285,56.165306
25.301285,56.165306
23.076461,54.013474
23.013531,54.154475
24.218997,55.739888
24.218997,55.739888
24.218997,55.739888
25.361667,56.344722
25.145833,55.334167
25.145833,55.334167
25.270744,56.36242
25.268233,56.280016
23.081096,54.036351
24.865864,56.260851
24.865864,56.260851
25.361667,56.344722
23.103933,53.789186
23.081096,54.036351
24.865864,56.260851
24.616667,51.4
25.684119,55.967495
25.331324,56.341993
25.07462,56.355447
24.786677,56.141429
25.23779,56.36128
25.23779,56.36128
25.860278,56.025
25.860278,56.025
23.119573,53.828551
24.259929,55.755658
24.259929,55.755658
24.259929,55.755658
23.109707,53.727378
25.304259,56.370338
25.304259,56.370338
24.786677,56.141429
24.786677,56.141429
24.912136,56.095661
25.23779,56.36128
25.774612,55.970016
23.102624,53.711588
25.359789,56.044519
25.204083,55.287499
25.204083,55.287499
25.876579,56.018619
25.789527,55.943196
25.789527,55.943196
25.605489,56.304998
25.223647,55.388943
25.223647,55.388943
25.105516,56.356301
25.545635,56.058359
25.554814,56.345455
25.105516,56.356301
25.601056,56.322797
25.554814,56.345455
25.554814,56.345455
25.601056,56.322797
25.601056,56.322797
24.110278,52.730556
24.994167,56.025
23.3,53.85
23.129169,53.981808
23.129169,53.981808
25.966667,56.083333
25.174666,56.330388
25.936667,56.172222
26.027895,56.083518
26.027895,56.083518
25.470778,56.353193
25.35731,55.403304
25.35731,55.403304
25.35731,55.403304
25.35731,55.403304
25.35731,55.403304
25.1,56.033333
24.052778,55.719722
25.817799,56.010876
25.1,56.033333
25.78102,55.978696
25.498176,56.057156
25.221646,56.323896
24.803878,56.194487
24.221944,55.603056
25.600825,56.284401
25.412279,56.170748
24.053988,53.763468
25.556755,56.076472
25.247638,56.077192
25.247638,56.077192
25.412279,56.170748
25.412279,56.170748
25.412279,56.170748
23.11656,53.606972
23.110884,54.015715
23.110884,54.015715
25.245013,56.342062
25.303319,56.027919
25.016249,55.455331
25.406942,55.444126
25.56473,55.555166
25.56473,55.555166
25.56473,55.555166
25.150151,55.205866
23.1,53.716667
23.1,53.716667
25.452828,56.16879
25.57046,56.135356
23.102624,53.711588
23.102624,53.711588
24.908972,56.303165
23.047399,54.133321
23.102624,53.711588
23.102651,53.581849
23.047399,54.133321
23.157861,53.777623
25.415171,56.154957
25.56473,55.555166
25.887843,56.058239
25.404867,56.359707
23.139159,53.693403
33.051945,68.65
32.669487,62.16116
32.243587,64.684706
36.67363,69.078194
36.67363,69.078194
34.234973,67.191593
33.635262,64.740147
36.67363,69.078194
34.744167,70.287778
34.744167,70.287778
34.744167,70.287778
33.281975,64.648072
35.474953,69.871144
35.11979,61.48511
33.333,67.643278
34.248889,68.608333
32.813402,65.968042
32.813402,65.968042
34.248889,68.608333
32.503976,69.209795
32.503976,69.209795
31.975853,67.59182
31.975853,67.59182
34.331309,67.640744
34.331309,67.640744
33.384995,67.494621
31.916738,67.742247
31.916738,67.742247
31.719049,64.600709
34.869305,63.274235
34.725401,67.736154
34.725401,67.736154
38.290565,70.825527
32.983333,67.966667
34.490278,68.288611
38.290565,70.825527
35.57803,65.101776
34.651024,66.254311
33.333,67.643278
32.813402,65.968042
31.791857,64.566416
32.782497,67.800529
32.469231,69.20712
32.469231,69.20712
32.469231,69.20712
32.503976,69.209795
32.831993,69.12336
31.975853,67.59182
32.831389,69.260556
32.671879,69.134674
32.671879,69.134674
32.831993,69.12336
32.831993,69.12336
31.975853,67.59182
32.831389,69.260556
32.671879,69.134674
32.671879,69.134674
32.831993,69.12336
32.831993,69.12336
32.831993,69.12336
34.331309,67.640744
34.331309,67.640744
36.933547,69.945244
31.791857,64.566416
31.719049,64.600709
31.791857,64.566416
31.791857,64.566416
31.791857,64.566416
31.719049,64.600709
31.719049,64.600709
31.719049,64.600709
31.791857,64.566416
33.482286,64.310608
33.482286,64.310608
33.087925,67.437293
32.610327,65.787477
32.610327,65.787477
32.610327,65.787477
32.610327,65.787477
33.894167,69.235833
35.436878,61.385679
36.883236,70.160088
33.818235,65.880785
33.894167,69.235833
34.151541,63.419489
35.436878,61.385679
33.894167,69.235833
36.883236,70.160088
36.883236,70.160088
34.106897,64.167882
32.233968,68.244853
34.874713,66.543614
34.874713,66.543614
34.874713,66.543614
34.872136,66.537888
31.807746,66.487208
35.718889,64.549722
35.718889,64.549722
32.669491,62.439251
32.669491,62.439251
32.669491,62.439251
32.669491,62.439251
35.247261,69.61557
33.314313,67.198147
36.033889,66.121944
33.314313,67.198147
33.314313,67.198147
34.052914,62.932137
36.656653,68.37054
33.666252,68.009567
34.396667,67.896111
36.288461,66.853894
35.767752,66.56335
38.101827,70.465519
33.666252,68.009567
34.71122,69.319626
34.396667,67.896111
36.288461,66.853894
35.767752,66.56335
35.396155,61.358598
33.857778,68.741944
38.101827,70.465519
33.666252,68.009567
34.71122,69.319626
33.857778,68.741944
34.315,68.868889
36.288461,66.853894
35.767752,66.56335
34.789557,68.666977
33.753691,65.848019
34.420833,67.989444
36.62146,71.18717
35.396155,61.358598
32.774997,67.033884
34.452759,70.473251
34.452759,70.473251
35.029463,69.232191
35.029463,69.232191
33.595593,63.511616
34.33471,62.251116
35.654722,64.606667
31.688852,64.303841
36.753628,69.456436
35.083736,63.171617
31.842262,65.854792
35.074092,63.151696
31.328913,64.280443
31.229677,64.206403
31.147252,62.090684
31.684185,64.362512
32.096052,65.862002
31.893301,66.406361
31.478582,67.022386
31.1093,61.8654
30.725309,64.096422
34.740049,62.245381
31.096111,66.621111
31.192113,62.153969
33.2975,68.280278
33.254221,69.859195
35.25676,63.486725
31.932216,66.654759
37.474451,69.695674
33.244444,68.828611
31.586955,67.406218
32.657056,66.174864
34.699937,62.53514
35.128038,69.056555
35.087589,63.258904
34.950691,69.60923
34.512882,70.56469
31.538235,65.056081
34.952539,61.686812
31.109194,64.180116
32.707035,66.716107
32.87388,67.446952
32.076211,68.114209
31.307538,64.254677
31.297323,65.957371
32.626876,66.715098
34.78984,63.502623
34.984338,61.685437
31.163611,61.841944
31.509236,65.301923
32.864374,68.581479
32.84714,66.024019
32.864374,68.581479
31.570103,66.371671
31.716934,67.379937
32.859829,68.530987
35.247261,69.61557
31.843197,64.604501
31.156778,62.031975
35.929326,68.010447
33.775278,68.510833
37.474451,69.695674
32.207803,67.266664
32.207803,67.266664
32.448273,66.879584
31.424854,65.711438
33.291111,68.416667
31.562358,66.335726
33.911152,68.441101
31.087222,61.839167
31.029577,61.84403
31.029577,61.84403
30.936667,61.871111
31.588034,65.482707
32.35163,66.66577
33.377778,68.496944
31.514004,65.377164
32.774997,67.033884
31.801757,65.770248
31.219722,61.780556
31.231417,62.174012
32.104526,65.864672
31.17195,61.802653
32.668743,67.754669
31.688852,64.303841
33.324167,68.494722
33.291111,68.416667
31.562358,66.335726
32.70046,66.714944
33.911152,68.441101
34.446389,69.899722
34.240556,69.257222
32.687827,68.11817
34.226536,70.396255
34.398889,68.989444
32.066307,66.837295
32.177817,64.72527
31.588034,65.482707
32.077222,67.796058
35.137029,69.055332
32.086627,67.79654
32.35163,66.66577
32.209449,68.459416
30.935278,61.870556
31.331981,66.168351
33.377778,68.496944
31.802126,64.499738
31.514004,65.377164
32.64383,66.218202
32.774997,67.033884
31.801757,65.770248
31.231417,62.174012
36.62146,71.18717
34.50872,70.23127
33.595593,63.511616
34.33471,62.251116
34.33471,62.251116
34.33471,62.251116
35.654722,64.606667
31.688852,64.303841
36.753628,69.456436
36.753628,69.456436
35.074092,63.151696
35.083736,63.171617
31.842262,65.854792
31.842262,65.854792
31.842262,65.854792
35.074092,63.151696
31.842262,65.854792
31.328913,64.280443
31.328913,64.280443
31.229677,64.206403
31.702455,64.286933
31.702455,64.286933
31.229677,64.206403
31.147252,62.090684
31.684185,64.362512
31.684185,64.362512
31.684185,64.362512
30.913889,61.808056
30.913889,61.808056
32.096052,65.862002
31.478582,67.022386
31.893301,66.406361
31.115405,61.827303
31.115405,61.827303
32.096052,65.862002
32.096052,65.862002
31.893301,66.406361
31.478582,67.022386
31.478582,67.022386
32.513485,68.128166
32.513485,68.128166
35.811689,66.726775
31.424854,65.711438
30.725309,64.096422
30.725309,64.096422
34.740049,62.245381
31.096111,66.621111
31.096111,66.621111
31.192113,62.153969
31.192113,62.153969
33.2975,68.280278
33.2975,68.280278
33.254221,69.859195
33.254221,69.859195
33.254221,69.859195
35.25676,63.486725
35.25676,63.486725
35.433951,63.388675
31.932216,66.654759
31.932216,66.654759
37.474451,69.695674
32.207803,67.266664
32.207803,67.266664
33.244444,68.828611
33.244444,68.828611
33.244444,68.828611
33.274167,68.870278
31.586955,67.406218
32.657056,66.174864
31.100556,61.841667
34.699937,62.53514
35.128038,69.056555
35.128038,69.056555
35.128038,69.056555
35.087589,63.258904
35.087589,63.258904
32.448273,66.879584
31.586955,67.406218
32.657056,66.174864
34.740049,62.245381
31.096111,66.621111
31.932216,66.654759
33.917858,63.445736
33.2975,68.280278
33.254221,69.859195
34.950691,69.60923
34.950691,69.60923
34.512882,70.56469
34.512882,70.56469
34.950691,69.60923
34.512882,70.56469
31.424854,65.711438
32.657727,68.787241
31.538235,65.056081
32.707035,66.716107
32.657727,68.787241
32.657727,68.787241
31.538235,65.056081
31.538235,65.056081
34.952539,61.686812
34.952539,61.686812
31.109194,64.180116
32.707035,66.716107
31.109194,64.180116
32.707035,66.716107
33.379722,70.029444
32.87388,67.446952
32.076211,68.114209
31.089879,64.190278
31.297323,65.957371
32.626876,66.715098
32.399677,61.95784
31.089879,64.190278
31.297323,65.957371
32.626876,66.715098
34.78984,63.502623
34.78984,63.502623
34.984338,61.685437
34.984338,61.685437
31.1093,61.8654
31.1093,61.8654
31.163611,61.841944
31.163611,61.841944
31.509236,65.301923
31.509236,65.301923
32.864374,68.581479
32.84714,66.024019
32.864374,68.581479
32.864374,68.581479
31.570103,66.371671
31.716934,67.379937
32.22255,67.291418
32.859829,68.530987
31.570103,66.371671
31.716934,67.379937
32.859829,68.530987
35.247261,69.61557
35.247261,69.61557
31.843197,64.604501
32.87388,67.446952
32.076211,68.114209
32.056776,64.82331
31.297323,65.957371
32.626876,66.715098
34.78984,63.502623
31.509236,65.301923
32.84714,66.024019
31.570103,66.371671
31.682952,66.894399
31.716934,67.379937
32.859829,68.530987
35.247261,69.61557
31.843197,64.604501
34.63964,70.389549
31.156778,62.031975
31.156778,62.031975
35.929326,68.010447
32.375479,64.999315
33.775278,68.510833
33.775278,68.510833
33.775278,68.510833
37.474451,69.695674
32.207803,67.266664
32.207803,67.266664
32.448273,66.879584
32.448273,66.879584
31.424854,65.711438
31.424854,65.711438
31.424854,65.711438
31.320584,65.961138
33.291111,68.416667
34.446389,69.899722
31.320584,65.961138
32.066307,66.837295
32.209449,68.459416
30.958333,66.431667
30.958333,66.431667
33.377778,68.496944
32.64383,66.218202
32.774997,67.033884
32.774997,67.033884
31.801757,65.770248
31.801757,65.770248
31.219722,61.780556
31.231417,62.174012
31.231417,62.174012
31.801757,65.770248
32.668743,67.754669
32.104526,65.864672
31.688852,64.303841
33.324167,68.494722
32.668743,67.754669
32.668743,67.754669
32.104526,65.864672
31.091223,64.203433
31.688852,64.303841
31.688852,64.303841
31.17195,61.802653
32.104526,65.864672
31.091223,64.203433
31.17195,61.802653
33.324167,68.494722
33.324167,68.494722
31.067222,61.863333
31.067222,61.863333
32.70046,66.714944
32.404398,67.528582
33.291111,68.416667
32.072646,65.8734
31.562358,66.335726
32.70046,66.714944
31.562358,66.335726
32.70046,66.714944
33.911152,68.441101
33.911152,68.441101
34.50872,70.23127
34.307972,69.168801
34.446389,69.899722
34.50872,70.23127
34.240556,69.257222
34.240556,69.257222
31.087222,61.839167
31.133611,61.822222
33.749561,69.798149
32.687827,68.11817
32.687827,68.11817
31.029577,61.84403
34.226536,70.396255
34.398889,68.989444
32.066307,66.837295
32.588711,67.56418
31.862799,66.796038
31.862799,66.796038
32.14,67.496389
32.524154,68.317229
32.524154,68.317229
31.1876,61.8561
31.50503,65.3075
31.50503,65.3075
33.395,68.459722
34.431944,68.820833
34.816049,71.000932
34.816049,71.000932
34.816049,71.000932
34.143833,69.209775
32.767704,67.778923
32.767704,67.778923
33.715,68.224444
33.715,68.224444
34.34,69.160833
34.34,69.160833
34.217447,70.164618
34.217447,70.164618
34.035278,68.5325
34.035278,68.5325
34.218528,68.302545
34.218528,68.302545
32.481494,68.117803
32.481494,68.117803
33.840296,69.646939
34.000486,69.856699
34.000486,69.856699
32.767704,67.778923
34.217447,70.164618
34.035278,68.5325
33.840296,69.646939
32.296473,64.775097
32.296473,64.775097
33.953889,69.333056
31.97937,67.051221
33.953889,69.333056
33.953889,69.333056
31.97937,67.051221
33.953889,69.333056
31.97937,67.051221
32.05799,64.846474
32.05799,64.846474
34.196111,69.091667
34.196111,69.091667
34.285,69.137222
34.423786,70.342827
34.423786,70.342827
34.443611,68.817222
34.443611,68.817222
34.899387,69.440086
34.899387,69.440086
34.196111,69.091667
32.05799,64.846474
34.032759,69.590428
34.196111,69.091667
34.201427,69.533699
34.590287,70.342607
34.201427,69.533699
34.590287,70.342607
35.041091,69.258883
36.050125,65.912277
31.713599,67.333269
31.713599,67.333269
31.713599,67.333269
36.26468,68.015512
33.4675,69.641111
33.4675,69.641111
36.765827,69.403679
33.265556,68.120833
33.265556,68.120833
36.689854,65.674355
36.8825,66.078889
36.689854,65.674355
37.173031,67.316475
37.173031,67.316475
33.363083,62.341347
34.839199,71.248758
34.839199,71.248758
34.839199,71.248758
36.776924,69.164787
34.306452,67.547369
35.364647,67.493699
34.049938,67.335948
37.51301,70.345082
37.515816,70.354124
34.027714,67.391098
34.027714,67.391098
36.486944,70.265489
37.51301,70.345082
37.515816,70.354124
37.51301,70.345082
37.515816,70.354124
37.15692,68.852166
34.027714,67.391098
37.15692,68.852166
36.486944,70.265489
35.952112,67.432302
33.511111,67.1925
35.952112,67.432302
33.509305,67.192545
32.194424,64.055773
37.558559,70.598471
37.558559,70.598471
34.485,69.155278
31.725758,64.357439
33.264312,69.893271
33.264312,69.893271
36.314441,67.927252
36.314441,67.927252
35.954996,68.643682
36.225414,69.239876
36.277077,69.199608
36.277077,69.199608
34.476307,69.243471
34.726694,69.830061
34.796985,69.670131
34.796985,69.670131
34.18922,70.479622
37.036561,69.189738
33.280834,68.853056
34.971264,69.298416
34.534429,69.707225
35.954996,68.643682
35.954996,68.643682
36.011045,68.630293
36.043638,68.660397
36.043638,68.660397
36.225414,69.239876
34.726694,69.830061
34.726694,69.830061
34.796985,69.670131
34.796985,69.670131
34.18922,70.479622
34.18922,70.479622
34.342365,70.80388
34.342365,70.80388
37.036561,69.189738
33.280834,68.853056
33.280834,68.853056
34.971264,69.298416
34.971264,69.298416
36.314441,67.927252
32.640129,68.055397
33.698333,68.388333
35.629215,63.298531
35.629215,63.298531
35.629215,63.298531
35.629215,63.298531
32.396987,67.759507
32.111066,65.419715
32.111066,65.419715
33.30778,69.851952
34.708884,62.449976
