unit,x,y,food,frozen food,office supplies,furniture,daily necessities
A2717,197,13,0,0,0,0,0
A2718,198,13,0,0,0,0,0
A2719,199,13,0,0,0,0,0
A2720,200,13,0,0,0,0,0
A2721,201,13,0,0,0,0,0
A2722,202,13,0,0,0,0,0
A2723,203,13,0,0,0,0,0
A2724,204,13,0,0,0,0,0
A2725,205,13,0,0,0,0,0
A2726,206,13,0,0,0,0,0
A2727,207,13,0,0,0,0,0
A2728,208,13,0,0,0,0,0
A2729,209,13,0,0,0,0,0
A2730,210,13,0,0,0,0,0
A2731,1,14,0,0,0,0,0
A2732,2,14,0,0,0,0,0
A2733,3,14,0,0,0,0,0
A2734,4,14,0,0,0,0,0
A2735,5,14,0,0,0,0,0
A2736,6,14,0,0,0,0,0
A2737,7,14,0,0,0,0,0
A2738,8,14,0,0,0,0,0
A2739,9,14,0,0,0,0,0
A2740,10,14,0,0,0,0,0
A2741,11,14,0,0,0,0,0
A2742,12,14,0,0,0,0,0
A2743,13,14,0,0,0,0,0
A2744,14,14,0,0,0,0,0
A2745,15,14,0,0,0,0,0
A2746,16,14,0,0,0,0,0
A2747,17,14,0,0,0,0,0
A2748,18,14,0,0,0,0,0
A2749,19,14,0,0,0,0,0
A2750,20,14,0,0,0,0,0
A2751,21,14,0,0,0,0,0
A2752,22,14,0,0,0,0,0
A2753,23,14,0,0,0,0,0
A2754,24,14,0,0,0,0,0
A2755,25,14,0,0,0,0,0
A2756,26,14,0,0,0,0,0
A2757,27,14,0,0,0,0,0
A2758,28,14,0,0,0,0,0
A2759,29,14,0,0,0,0,0
A2760,30,14,0,0,0,0,0
A2761,31,14,0,0,0,0,0
A2762,32,14,0,0,0,0,0
A2763,33,14,0,0,0,0,0
A2764,34,14,0,0,0,0,0
A2765,35,14,0,0,0,0,0
A2766,36,14,0,0,0,0,0
A2767,37,14,0,0,0,0,0
A2768,38,14,0,0,0,0,0
A2769,39,14,0,0,0,0,0
A2770,40,14,0,0,0,0,0
A2771,41,14,0,0,0,0,0
A2772,42,14,0,0,0,0,0
A2773,43,14,0,0,0,0,0
A2774,44,14,0,0,0,0,0
A2775,45,14,0,0,0,0,0
A2776,46,14,0,0,0,0,0
A2777,47,14,0,0,0,0,0
A2778,48,14,0,0,0,0,0
A2779,49,14,0,0,0,0,0
A2780,50,14,0,0,0,0,0
A2781,51,14,0,0,0,0,0
A2782,52,14,0,0,0,0,0
A2783,53,14,0,0,0,0,0
A2784,54,14,0,0,0,0,0
A2785,55,14,0,0,0,0,0
A2786,56,14,0,0,0,0,0
A2787,57,14,0,0,0,0,0
A2788,58,14,0,0,0,0,0
A2789,59,14,0,0,0,0,0
A2790,60,14,0,0,0,0,0
A2791,61,14,0,0,0,0,0
A2792,62,14,95040,78120,92520,41.04,5.4
A2793,63,14,0,0,0,0,0
A2794,64,14,0,0,0,0,0
A2795,65,14,0,0,0,0,0
A2796,66,14,0,0,0,0,0
A2797,67,14,0,0,0,0,0
A2798,68,14,0,0,0,0,0
A2799,69,14,0,0,0,0,0
A2800,70,14,0,0,0,0,0
A2801,71,14,0,0,0,0,0
A2802,72,14,0,0,0,0,0
A2803,73,14,0,0,0,0,0
A2804,74,14,0,0,0,0,0
A2805,75,14,0,0,0,0,0
A2806,76,14,15180,9328,16060,3.344,1.408
A2807,77,14,15180,9328,16060,3.344,1.408
A2808,78,14,15180,9328,16060,3.344,1.408
A2809,79,14,15180,9328,16060,3.344,1.408
A2810,80,14,0,0,0,0,0
A2811,81,14,0,0,0,0,0
A2812,82,14,0,0,0,0,0
A2813,83,14,0,0,0,0,0
A2814,84,14,0,0,0,0,0
A2815,85,14,0,0,0,0,0
A2816,86,14,0,0,0,0,0
A2817,87,14,0,0,0,0,0
A2818,88,14,0,0,0,0,0
A2819,89,14,0,0,0,0,0
A2820,90,14,0,0,0,0,0
A2821,91,14,0,0,0,0,0
A2822,92,14,0,0,0,0,0
A2823,93,14,0,0,0,0,0
A2824,94,14,0,0,0,0,0
A2825,95,14,0,0,0,0,0
A2826,96,14,0,0,0,0,0
A2827,97,14,0,0,0,0,0
A2828,98,14,0,0,0,0,0
A2829,99,14,0,0,0,0,0
A2830,100,14,0,0,0,0,0
A2831,101,14,0,0,0,0,0
A2832,102,14,0,0,0,0,0
A2833,103,14,0,0,0,0,0
A2834,104,14,0,0,0,0,0
A2835,105,14,0,0,0,0,0
A2836,106,14,0,0,0,0,0
A2837,107,14,0,0,0,0,0
A2838,108,14,1035,650,1610,0.23,0.215
A2839,109,14,0,0,0,0,0
A2840,110,14,0,0,0,0,0
A2841,111,14,0,0,0,0,0
A2842,112,14,0,0,0,0,0
A2843,113,14,0,0,0,0,0
A2844,114,14,0,0,0,0,0
A2845,115,14,0,0,0,0,0
A2846,116,14,0,0,0,0,0
A2847,117,14,0,0,0,0,0
A2848,118,14,0,0,0,0,0
A2849,119,14,0,0,0,0,0
A2850,120,14,0,0,0,0,0
A2851,121,14,0,0,0,0,0
A2852,122,14,0,0,0,0,0
A2853,123,14,0,0,0,0,0
A2854,124,14,0,0,0,0,0
A2855,125,14,0,0,0,0,0
A2856,126,14,0,0,0,0,0
A2857,127,14,0,0,0,0,0
A2858,128,14,0,0,0,0,0
A2859,129,14,0,0,0,0,0
A2860,130,14,0,0,0,0,0
A2861,131,14,0,0,0,0,0
A2862,132,14,0,0,0,0,0
A2863,133,14,0,0,0,0,0
A2864,134,14,0,0,0,0,0
A2865,135,14,0,0,0,0,0
A2866,136,14,0,0,0,0,0
A2867,137,14,0,0,0,0,0
A2868,138,14,0,0,0,0,0
A2869,139,14,0,0,0,0,0
A2870,140,14,0,0,0,0,0
A2871,141,14,0,0,0,0,0
A2872,142,14,0,0,0,0,0
A2873,143,14,0,0,0,0,0
A2874,144,14,0,0,0,0,0
A2875,145,14,0,0,0,0,0
A2876,146,14,0,0,0,0,0
A2877,147,14,0,0,0,0,0
A2878,148,14,0,0,0,0,0
A2879,149,14,0,0,0,0,0
A2880,150,14,0,0,0,0,0
A2881,151,14,0,0,0,0,0
A2882,152,14,0,0,0,0,0
A2883,153,14,0,0,0,0,0
A2884,154,14,0,0,0,0,0
A2885,155,14,0,0,0,0,0
A2886,156,14,0,0,0,0,0
A2887,157,14,0,0,0,0,0
A2888,158,14,0,0,0,0,0
A2889,159,14,0,0,0,0,0
A2890,160,14,0,0,0,0,0
A2891,161,14,0,0,0,0,0
A2892,162,14,0,0,0,0,0
A2893,163,14,0,0,0,0,0
A2894,164,14,0,0,0,0,0
A2895,165,14,0,0,0,0,0
A2896,166,14,0,0,0,0,0
A2897,167,14,0,0,0,0,0
A2898,168,14,0,0,0,0,0
A2899,169,14,0,0,0,0,0
A2900,170,14,0,0,0,0,0
A2901,171,14,0,0,0,0,0
A2902,172,14,0,0,0,0,0
A2903,173,14,0,0,0,0,0
A2904,174,14,0,0,0,0,0
A2905,175,14,0,0,0,0,0
A2906,176,14,0,0,0,0,0
A2907,177,14,0,0,0,0,0
A2908,178,14,0,0,0,0,0
A2909,179,14,0,0,0,0,0
A2910,180,14,0,0,0,0,0
A2911,181,14,0,0,0,0,0
A2912,182,14,0,0,0,0,0
A2913,183,14,0,0,0,0,0
A2914,184,14,0,0,0,0,0
A2915,185,14,0,0,0,0,0
A2916,186,14,0,0,0,0,0
A2917,187,14,0,0,0,0,0
A2918,188,14,0,0,0,0,0
A2919,189,14,0,0,0,0,0
A2920,190,14,0,0,0,0,0
A2921,191,14,0,0,0,0,0
A2922,192,14,0,0,0,0,0
A2923,193,14,0,0,0,0,0
A2924,194,14,0,0,0,0,0
A2925,195,14,0,0,0,0,0
A2926,196,14,0,0,0,0,0
A2927,197,14,0,0,0,0,0
A2928,198,14,0,0,0,0,0
A2929,199,14,0,0,0,0,0
A2930,200,14,0,0,0,0,0
A2931,201,14,0,0,0,0,0
A2932,202,14,0,0,0,0,0
A2933,203,14,0,0,0,0,0
A2934,204,14,0,0,0,0,0
A2935,205,14,0,0,0,0,0
A2936,206,14,0,0,0,0,0
A2937,207,14,0,0,0,0,0
A2938,208,14,0,0,0,0,0
A2939,209,14,0,0,0,0,0
A2940,210,14,0,0,0,0,0
A2941,1,15,0,0,0,0,0
A2942,2,15,0,0,0,0,0
A2943,3,15,0,0,0,0,0
A2944,4,15,0,0,0,0,0
A2945,5,15,0,0,0,0,0
A2946,6,15,0,0,0,0,0
A2947,7,15,0,0,0,0,0
A2948,8,15,0,0,0,0,0
A2949,9,15,0,0,0,0,0
A2950,10,15,0,0,0,0,0
A2951,11,15,0,0,0,0,0
A2952,12,15,0,0,0,0,0
A2953,13,15,0,0,0,0,0
A2954,14,15,0,0,0,0,0
A2955,15,15,0,0,0,0,0
A2956,16,15,0,0,0,0,0
A2957,17,15,0,0,0,0,0
A2958,18,15,0,0,0,0,0
A2959,19,15,0,0,0,0,0
A2960,20,15,0,0,0,0,0
A2961,21,15,0,0,0,0,0
A2962,22,15,0,0,0,0,0
A2963,23,15,0,0,0,0,0
A2964,24,15,0,0,0,0,0
A2965,25,15,0,0,0,0,0
A2966,26,15,0,0,0,0,0
A2967,27,15,0,0,0,0,0
A2968,28,15,0,0,0,0,0
A2969,29,15,0,0,0,0,0
A2970,30,15,0,0,0,0,0
A2971,31,15,0,0,0,0,0
A2972,32,15,0,0,0,0,0
A2973,33,15,0,0,0,0,0
A2974,34,15,0,0,0,0,0
A2975,35,15,0,0,0,0,0
A2976,36,15,0,0,0,0,0
A2977,37,15,0,0,0,0,0
A2978,38,15,0,0,0,0,0
A2979,39,15,0,0,0,0,0
A2980,40,15,0,0,0,0,0
A2981,41,15,0,0,0,0,0
A2982,42,15,0,0,0,0,0
A2983,43,15,0,0,0,0,0
A2984,44,15,0,0,0,0,0
A2985,45,15,0,0,0,0,0
A2986,46,15,0,0,0,0,0
A2987,47,15,0,0,0,0,0
A2988,48,15,0,0,0,0,0
A2989,49,15,0,0,0,0,0
A2990,50,15,0,0,0,0,0
A2991,51,15,0,0,0,0,0
A2992,52,15,0,0,0,0,0
A2993,53,15,0,0,0,0,0
A2994,54,15,0,0,0,0,0
A2995,55,15,0,0,0,0,0
A2996,56,15,0,0,0,0,0
A2997,57,15,0,0,0,0,0
A2998,58,15,0,0,0,0,0
A2999,59,15,0,0,0,0,0
A3000,60,15,0,0,0,0,0
A3001,61,15,0,0,0,0,0
A3002,62,15,95040,78120,92520,41.04,5.4
A3003,63,15,95040,78120,92520,41.04,5.4
A3004,64,15,95040,78120,92520,41.04,5.4
A3005,65,15,95040,78120,92520,41.04,5.4
A3006,66,15,0,0,0,0,0
A3007,67,15,0,0,0,0,0
A3008,68,15,0,0,0,0,0
A3009,69,15,0,0,0,0,0
A3010,70,15,0,0,0,0,0
A3011,71,15,0,0,0,0,0
A3012,72,15,0,0,0,0,0
A3013,73,15,0,0,0,0,0
A3014,74,15,0,0,0,0,0
A3015,75,15,15180,9328,16060,3.344,1.408
A3016,76,15,15180,9328,16060,3.344,1.408
A3017,77,15,15180,9328,16060,3.344,1.408
A3018,78,15,15180,9328,16060,3.344,1.408
A3019,79,15,0,0,0,0,0
A3020,80,15,0,0,0,0,0
A3021,81,15,0,0,0,0,0
A3022,82,15,0,0,0,0,0
A3023,83,15,0,0,0,0,0
A3024,84,15,0,0,0,0,0
A3025,85,15,0,0,0,0,0
A3026,86,15,0,0,0,0,0
A3027,87,15,0,0,0,0,0
A3028,88,15,0,0,0,0,0
A3029,89,15,0,0,0,0,0
A3030,90,15,0,0,0,0,0
A3031,91,15,0,0,0,0,0
A3032,92,15,0,0,0,0,0
A3033,93,15,0,0,0,0,0
A3034,94,15,0,0,0,0,0
A3035,95,15,0,0,0,0,0
A3036,96,15,0,0,0,0,0
A3037,97,15,0,0,0,0,0
A3038,98,15,0,0,0,0,0
A3039,99,15,0,0,0,0,0
A3040,100,15,0,0,0,0,0
A3041,101,15,0,0,0,0,0
A3042,102,15,0,0,0,0,0
A3043,103,15,0,0,0,0,0
A3044,104,15,0,0,0,0,0
A3045,105,15,0,0,0,0,0
A3046,106,15,1035,650,1610,0.23,0.215
A3047,107,15,1035,650,1610,0.23,0.215
A3048,108,15,1035,650,1610,0.23,0.215
A3049,109,15,0,0,0,0,0
A3050,110,15,0,0,0,0,0
A3051,111,15,0,0,0,0,0
A3052,112,15,0,0,0,0,0
A3053,113,15,0,0,0,0,0
A3054,114,15,0,0,0,0,0
A3055,115,15,0,0,0,0,0
A3056,116,15,0,0,0,0,0
A3057,117,15,0,0,0,0,0
A3058,118,15,0,0,0,0,0
A3059,119,15,0,0,0,0,0
A3060,120,15,0,0,0,0,0
A3061,121,15,0,0,0,0,0
A3062,122,15,0,0,0,0,0
A3063,123,15,0,0,0,0,0
A3064,124,15,0,0,0,0,0
A3065,125,15,0,0,0,0,0
A3066,126,15,0,0,0,0,0
A3067,127,15,0,0,0,0,0
A3068,128,15,0,0,0,0,0
A3069,129,15,0,0,0,0,0
A3070,130,15,0,0,0,0,0
A3071,131,15,0,0,0,0,0
A3072,132,15,0,0,0,0,0
A3073,133,15,0,0,0,0,0
A3074,134,15,0,0,0,0,0
A3075,135,15,0,0,0,0,0
A3076,136,15,0,0,0,0,0
A3077,137,15,0,0,0,0,0
A3078,138,15,0,0,0,0,0
A3079,139,15,0,0,0,0,0
A3080,140,15,0,0,0,0,0
A3081,141,15,0,0,0,0,0
A3082,142,15,0,0,0,0,0
A3083,143,15,0,0,0,0,0
A3084,144,15,0,0,0,0,0
A3085,145,15,0,0,0,0,0
A3086,146,15,0,0,0,0,0
A3087,147,15,0,0,0,0,0
A3088,148,15,0,0,0,0,0
A3089,149,15,0,0,0,0,0
A3090,150,15,0,0,0,0,0
A3091,151,15,0,0,0,0,0
A3092,152,15,0,0,0,0,0
A3093,153,15,0,0,0,0,0
A3094,154,15,0,0,0,0,0
A3095,155,15,0,0,0,0,0
A3096,156,15,0,0,0,0,0
A3097,157,15,0,0,0,0,0
A3098,158,15,0,0,0,0,0
A3099,159,15,0,0,0,0,0
A3100,160,15,0,0,0,0,0
A3101,161,15,0,0,0,0,0
A3102,162,15,0,0,0,0,0
A3103,163,15,0,0,0,0,0
A3104,164,15,0,0,0,0,0
A3105,165,15,0,0,0,0,0
A3106,166,15,0,0,0,0,0
A3107,167,15,0,0,0,0,0
A3108,168,15,0,0,0,0,0
A3109,169,15,0,0,0,0,0
A3110,170,15,0,0,0,0,0
A3111,171,15,0,0,0,0,0
A3112,172,15,0,0,0,0,0
A3113,173,15,0,0,0,0,0
A3114,174,15,0,0,0,0,0
A3115,175,15,0,0,0,0,0
A3116,176,15,0,0,0,0,0
A3117,177,15,0,0,0,0,0
A3118,178,15,0,0,0,0,0
A3119,179,15,0,0,0,0,0
A3120,180,15,0,0,0,0,0
A3121,181,15,0,0,0,0,0
A3122,182,15,0,0,0,0,0
A3123,183,15,0,0,0,0,0
A3124,184,15,0,0,0,0,0
A3125,185,15,0,0,0,0,0
A3126,186,15,0,0,0,0,0
A3127,187,15,0,0,0,0,0
A3128,188,15,0,0,0,0,0
A3129,189,15,0,0,0,0,0
A3130,190,15,0,0,0,0,0
A3131,191,15,0,0,0,0,0
A3132,192,15,0,0,0,0,0
A3133,193,15,0,0,0,0,0
A3134,194,15,0,0,0,0,0
A3135,195,15,0,0,0,0,0
A3136,196,15,0,0,0,0,0
A3137,197,15,0,0,0,0,0
A3138,198,15,0,0,0,0,0
A3139,199,15,0,0,0,0,0
A3140,200,15,0,0,0,0,0
A3141,201,15,0,0,0,0,0
A3142,202,15,0,0,0,0,0
A3143,203,15,0,0,0,0,0
A3144,204,15,0,0,0,0,0
A3145,205,15,0,0,0,0,0
A3146,206,15,0,0,0,0,0
A3147,207,15,0,0,0,0,0
A3148,208,15,0,0,0,0,0
A3149,209,15,0,0,0,0,0
A3150,210,15,0,0,0,0,0
A3151,1,16,0,0,0,0,0
A3152,2,16,0,0,0,0,0
A3153,3,16,0,0,0,0,0
A3154,4,16,0,0,0,0,0
A3155,5,16,0,0,0,0,0
A3156,6,16,0,0,0,0,0
A3157,7,16,0,0,0,0,0
A3158,8,16,0,0,0,0,0
A3159,9,16,0,0,0,0,0
A3160,10,16,0,0,0,0,0
A3161,11,16,0,0,0,0,0
A3162,12,16,0,0,0,0,0
A3163,13,16,0,0,0,0,0
A3164,14,16,0,0,0,0,0
A3165,15,16,0,0,0,0,0
A3166,16,16,0,0,0,0,0
A3167,17,16,0,0,0,0,0
A3168,18,16,0,0,0,0,0
A3169,19,16,0,0,0,0,0
A3170,20,16,0,0,0,0,0
A3171,21,16,0,0,0,0,0
A3172,22,16,0,0,0,0,0
A3173,23,16,0,0,0,0,0
A3174,24,16,0,0,0,0,0
A3175,25,16,0,0,0,0,0
A3176,26,16,0,0,0,0,0
A3177,27,16,0,0,0,0,0
A3178,28,16,0,0,0,0,0
A3179,29,16,0,0,0,0,0
A3180,30,16,0,0,0,0,0
A3181,31,16,0,0,0,0,0
A3182,32,16,0,0,0,0,0
A3183,33,16,0,0,0,0,0
A3184,34,16,0,0,0,0,0
A3185,35,16,0,0,0,0,0
A3186,36,16,0,0,0,0,0
A3187,37,16,0,0,0,0,0
A3188,38,16,0,0,0,0,0
A3189,39,16,0,0,0,0,0
A3190,40,16,0,0,0,0,0
A3191,41,16,0,0,0,0,0
A3192,42,16,0,0,0,0,0
A3193,43,16,0,0,0,0,0
A3194,44,16,0,0,0,0,0
A3195,45,16,0,0,0,0,0
A3196,46,16,0,0,0,0,0
A3197,47,16,0,0,0,0,0
A3198,48,16,0,0,0,0,0
A3199,49,16,0,0,0,0,0
A3200,50,16,0,0,0,0,0
A3201,51,16,0,0,0,0,0
A3202,52,16,0,0,0,0,0
A3203,53,16,0,0,0,0,0
A3204,54,16,0,0,0,0,0
A3205,55,16,0,0,0,0,0
A3206,56,16,0,0,0,0,0
A3207,57,16,0,0,0,0,0
A3208,58,16,0,0,0,0,0
A3209,59,16,0,0,0,0,0
A3210,60,16,0,0,0,0,0
A3211,61,16,0,0,0,0,0
A3212,62,16,95040,78120,92520,41.04,5.4
A3213,63,16,0,0,0,0,0
A3214,64,16,0,0,0,0,0
A3215,65,16,95040,78120,92520,41.04,5.4
A3216,66,16,95040,78120,92520,41.04,5.4
A3217,67,16,0,0,0,0,0
A3218,68,16,0,0,0,0,0
A3219,69,16,0,0,0,0,0
A3220,70,16,0,0,0,0,0
A3221,71,16,0,0,0,0,0
A3222,72,16,0,0,0,0,0
A3223,73,16,0,0,0,0,0
A3224,74,16,0,0,0,0,0
A3225,75,16,0,0,0,0,0
A3226,76,16,0,0,0,0,0
A3227,77,16,0,0,0,0,0
A3228,78,16,0,0,0,0,0
A3229,79,16,17652,11280,18172,3.544,1.528
A3230,80,16,17652,11280,18172,3.544,1.528
A3231,81,16,0,0,0,0,0
A3232,82,16,0,0,0,0,0
A3233,83,16,0,0,0,0,0
A3234,84,16,0,0,0,0,0
A3235,85,16,0,0,0,0,0
A3236,86,16,0,0,0,0,0
A3237,87,16,0,0,0,0,0
A3238,88,16,0,0,0,0,0
A3239,89,16,0,0,0,0,0
A3240,90,16,0,0,0,0,0
A3241,91,16,0,0,0,0,0
A3242,92,16,0,0,0,0,0
A3243,93,16,0,0,0,0,0
A3244,94,16,0,0,0,0,0
A3245,95,16,0,0,0,0,0
A3246,96,16,0,0,0,0,0
A3247,97,16,0,0,0,0,0
A3248,98,16,0,0,0,0,0
A3249,99,16,0,0,0,0,0
A3250,100,16,0,0,0,0,0
A3251,101,16,0,0,0,0,0
A3252,102,16,0,0,0,0,0
A3253,103,16,0,0,0,0,0
A3254,104,16,0,0,0,0,0
A3255,105,16,0,0,0,0,0
A3256,106,16,1035,650,1610,0.23,0.215
A3257,107,16,1035,650,1610,0.23,0.215
A3258,108,16,0,0,0,0,0
A3259,109,16,0,0,0,0,0
A3260,110,16,0,0,0,0,0
A3261,111,16,0,0,0,0,0
A3262,112,16,0,0,0,0,0
A3263,113,16,0,0,0,0,0
A3264,114,16,0,0,0,0,0
A3265,115,16,0,0,0,0,0
A3266,116,16,0,0,0,0,0
A3267,117,16,0,0,0,0,0
A3268,118,16,0,0,0,0,0
A3269,119,16,0,0,0,0,0
A3270,120,16,0,0,0,0,0
A3271,121,16,0,0,0,0,0
A3272,122,16,0,0,0,0,0
A3273,123,16,0,0,0,0,0
A3274,124,16,0,0,0,0,0
A3275,125,16,0,0,0,0,0
A3276,126,16,0,0,0,0,0
A3277,127,16,0,0,0,0,0
A3278,128,16,0,0,0,0,0
A3279,129,16,0,0,0,0,0
A3280,130,16,0,0,0,0,0
A3281,131,16,0,0,0,0,0
A3282,132,16,0,0,0,0,0
A3283,133,16,0,0,0,0,0
A3284,134,16,0,0,0,0,0
A3285,135,16,0,0,0,0,0
A3286,136,16,0,0,0,0,0
A3287,137,16,0,0,0,0,0
A3288,138,16,0,0,0,0,0
A3289,139,16,0,0,0,0,0
A3290,140,16,0,0,0,0,0
A3291,141,16,0,0,0,0,0
A3292,142,16,0,0,0,0,0
A3293,143,16,0,0,0,0,0
A3294,144,16,0,0,0,0,0
A3295,145,16,0,0,0,0,0
A3296,146,16,0,0,0,0,0
A3297,147,16,0,0,0,0,0
A3298,148,16,0,0,0,0,0
A3299,149,16,0,0,0,0,0
A3300,150,16,0,0,0,0,0
A3301,151,16,0,0,0,0,0
A3302,152,16,0,0,0,0,0
A3303,153,16,0,0,0,0,0
A3304,154,16,0,0,0,0,0
A3305,155,16,0,0,0,0,0
A3306,156,16,0,0,0,0,0
A3307,157,16,0,0,0,0,0
A3308,158,16,0,0,0,0,0
A3309,159,16,0,0,0,0,0
A3310,160,16,0,0,0,0,0
A3311,161,16,0,0,0,0,0
A3312,162,16,0,0,0,0,0
A3313,163,16,0,0,0,0,0
A3314,164,16,0,0,0,0,0
A3315,165,16,0,0,0,0,0
A3316,166,16,0,0,0,0,0
A3317,167,16,0,0,0,0,0
A3318,168,16,0,0,0,0,0
A3319,169,16,0,0,0,0,0
A3320,170,16,0,0,0,0,0
A3321,171,16,0,0,0,0,0
A3322,172,16,0,0,0,0,0
A3323,173,16,0,0,0,0,0
A3324,174,16,0,0,0,0,0
A3325,175,16,0,0,0,0,0
A3326,176,16,0,0,0,0,0
A3327,177,16,0,0,0,0,0
A3328,178,16,0,0,0,0,0
A3329,179,16,0,0,0,0,0
A3330,180,16,0,0,0,0,0
A3331,181,16,0,0,0,0,0
A3332,182,16,0,0,0,0,0
A3333,183,16,0,0,0,0,0
A3334,184,16,0,0,0,0,0
A3335,185,16,0,0,0,0,0
A3336,186,16,0,0,0,0,0
A3337,187,16,0,0,0,0,0
A3338,188,16,0,0,0,0,0
A3339,189,16,0,0,0,0,0
A3340,190,16,0,0,0,0,0
A3341,191,16,0,0,0,0,0
A3342,192,16,0,0,0,0,0
A3343,193,16,0,0,0,0,0
A3344,194,16,0,0,0,0,0
A3345,195,16,0,0,0,0,0
A3346,196,16,0,0,0,0,0
A3347,197,16,0,0,0,0,0
A3348,198,16,0,0,0,0,0
A3349,199,16,0,0,0,0,0
A3350,200,16,0,0,0,0,0
A3351,201,16,0,0,0,0,0
A3352,202,16,0,0,0,0,0
A3353,203,16,0,0,0,0,0
A3354,204,16,0,0,0,0,0
A3355,205,16,0,0,0,0,0
A3356,206,16,0,0,0,0,0
A3357,207,16,0,0,0,0,0
A3358,208,16,0,0,0,0,0
A3359,209,16,0,0,0,0,0
A3360,210,16,0,0,0,0,0
A3361,1,17,0,0,0,0,0
A3362,2,17,0,0,0,0,0
A3363,3,17,0,0,0,0,0
A3364,4,17,0,0,0,0,0
A3365,5,17,0,0,0,0,0
A3366,6,17,0,0,0,0,0
A3367,7,17,0,0,0,0,0
A3368,8,17,0,0,0,0,0
A3369,9,17,0,0,0,0,0
A3370,10,17,0,0,0,0,0
A3371,11,17,0,0,0,0,0
A3372,12,17,0,0,0,0,0
A3373,13,17,0,0,0,0,0
A3374,14,17,0,0,0,0,0
A3375,15,17,0,0,0,0,0
A3376,16,17,0,0,0,0,0
A3377,17,17,0,0,0,0,0
A3378,18,17,0,0,0,0,0
A3379,19,17,0,0,0,0,0
A3380,20,17,0,0,0,0,0
A3381,21,17,0,0,0,0,0
A3382,22,17,0,0,0,0,0
A3383,23,17,0,0,0,0,0
A3384,24,17,0,0,0,0,0
A3385,25,17,0,0,0,0,0
A3386,26,17,0,0,0,0,0
A3387,27,17,0,0,0,0,0
A3388,28,17,0,0,0,0,0
A3389,29,17,0,0,0,0,0
A3390,30,17,0,0,0,0,0
A3391,31,17,0,0,0,0,0
A3392,32,17,0,0,0,0,0
A3393,33,17,0,0,0,0,0
A3394,34,17,0,0,0,0,0
A3395,35,17,0,0,0,0,0
A3396,36,17,0,0,0,0,0
A3397,37,17,0,0,0,0,0
A3398,38,17,0,0,0,0,0
A3399,39,17,0,0,0,0,0
A3400,40,17,0,0,0,0,0
A3401,41,17,0,0,0,0,0
A3402,42,17,0,0,0,0,0
A3403,43,17,0,0,0,0,0
A3404,44,17,0,0,0,0,0
A3405,45,17,0,0,0,0,0
A3406,46,17,0,0,0,0,0
A3407,47,17,0,0,0,0,0
A3408,48,17,0,0,0,0,0
A3409,49,17,0,0,0,0,0
A3410,50,17,0,0,0,0,0
A3411,51,17,0,0,0,0,0
A3412,52,17,0,0,0,0,0
A3413,53,17,0,0,0,0,0
A3414,54,17,0,0,0,0,0
A3415,55,17,0,0,0,0,0
A3416,56,17,0,0,0,0,0
A3417,57,17,0,0,0,0,0
A3418,58,17,0,0,0,0,0
A3419,59,17,0,0,0,0,0
A3420,60,17,0,0,0,0,0
A3421,61,17,95040,78120,92520,41.04,5.4
A3422,62,17,95040,78120,92520,41.04,5.4
A3423,63,17,0,0,0,0,0
A3424,64,17,0,0,0,0,0
A3425,65,17,0,0,0,0,0
A3426,66,17,95040,78120,92520,41.04,5.4
A3427,67,17,0,0,0,0,0
A3428,68,17,0,0,0,0,0
A3429,69,17,0,0,0,0,0
A3430,70,17,0,0,0,0,0
A3431,71,17,0,0,0,0,0
A3432,72,17,0,0,0,0,0
A3433,73,17,0,0,0,0,0
A3434,74,17,0,0,0,0,0
A3435,75,17,0,0,0,0,0
A3436,76,17,0,0,0,0,0
A3437,77,17,0,0,0,0,0
A3438,78,17,0,0,0,0,0
A3439,79,17,0,0,0,0,0
A3440,80,17,0,0,0,0,0
A3441,81,17,0,0,0,0,0
A3442,82,17,0,0,0,0,0
A3443,83,17,0,0,0,0,0
A3444,84,17,0,0,0,0,0
A3445,85,17,0,0,0,0,0
A3446,86,17,0,0,0,0,0
A3447,87,17,0,0,0,0,0
A3448,88,17,0,0,0,0,0
A3449,89,17,0,0,0,0,0
A3450,90,17,0,0,0,0,0
A3451,91,17,0,0,0,0,0
A3452,92,17,0,0,0,0,0
A3453,93,17,0,0,0,0,0
A3454,94,17,0,0,0,0,0
A3455,95,17,0,0,0,0,0
A3456,96,17,0,0,0,0,0
A3457,97,17,0,0,0,0,0
A3458,98,17,0,0,0,0,0
A3459,99,17,0,0,0,0,0
A3460,100,17,0,0,0,0,0
A3461,101,17,0,0,0,0,0
A3462,102,17,0,0,0,0,0
A3463,103,17,0,0,0,0,0
A3464,104,17,0,0,0,0,0
A3465,105,17,1035,650,1610,0.23,0.215
A3466,106,17,1035,650,1610,0.23,0.215
A3467,107,17,0,0,0,0,0
A3468,108,17,0,0,0,0,0
A3469,109,17,0,0,0,0,0
A3470,110,17,0,0,0,0,0
A3471,111,17,0,0,0,0,0
A3472,112,17,0,0,0,0,0
A3473,113,17,0,0,0,0,0
A3474,114,17,0,0,0,0,0
A3475,115,17,0,0,0,0,0
A3476,116,17,0,0,0,0,0
A3477,117,17,0,0,0,0,0
A3478,118,17,0,0,0,0,0
A3479,119,17,0,0,0,0,0
A3480,120,17,0,0,0,0,0
A3481,121,17,0,0,0,0,0
