x,y
66,57
69,57
78,57
79,57
80,57
81,57
82,57
83,57
84,57
85,57
86,57
87,57
88,57
89,57
90,57
91,57
92,57
93,57
113,57
114,57
117,57
118,57
121,57
122,57
125,57
128,57
129,57
134,57
135,57
137,57
138,57
141,57
142,57
144,57
145,57
146,57
147,57
148,57
153,57
154,57
155,57
156,57
157,57
160,57
161,57
162,57
163,57
164,57
174,57
175,57
176,57
179,57
181,57
182,57
183,57
184,57
187,57
191,57
192,57
193,57
4,58
5,58
6,58
7,58
8,58
9,58
10,58
11,58
12,58
13,58
14,58
15,58
16,58
62,58
63,58
65,58
66,58
69,58
79,58
80,58
81,58
82,58
83,58
84,58
85,58
86,58
87,58
88,58
89,58
90,58
91,58
92,58
113,58
114,58
117,58
118,58
119,58
120,58
121,58
122,58
123,58
124,58
125,58
126,58
127,58
128,58
129,58
137,58
138,58
141,58
142,58
147,58
148,58
153,58
154,58
155,58
156,58
157,58
158,58
160,58
161,58
162,58
163,58
164,58
179,58
180,58
181,58
182,58
183,58
184,58
187,58
193,58
4,59
5,59
6,59
7,59
8,59
9,59
10,59
11,59
12,59
13,59
14,59
15,59
16,59
60,59
61,59
62,59
63,59
64,59
65,59
66,59
69,59
78,59
79,59
80,59
81,59
82,59
83,59
84,59
85,59
86,59
87,59
88,59
89,59
90,59
91,59
92,59
93,59
113,59
114,59
117,59
118,59
119,59
120,59
121,59
122,59
123,59
124,59
125,59
126,59
127,59
128,59
129,59
132,59
133,59
134,59
135,59
137,59
138,59
141,59
142,59
147,59
148,59
153,59
154,59
155,59
156,59
157,59
158,59
160,59
161,59
162,59
163,59
164,59
180,59
181,59
182,59
183,59
187,59
193,59
4,60
5,60
6,60
7,60
8,60
9,60
10,60
11,60
12,60
13,60
14,60
15,60
16,60
59,60
62,60
63,60
64,60
65,60
66,60
67,60
68,60
69,60
78,60
79,60
80,60
81,60
82,60
83,60
84,60
85,60
86,60
87,60
88,60
89,60
90,60
91,60
92,60
93,60
113,60
114,60
117,60
118,60
119,60
120,60
121,60
122,60
123,60
124,60
125,60
126,60
127,60
128,60
129,60
132,60
133,60
134,60
135,60
147,60
148,60
156,60
157,60
160,60
161,60
162,60
163,60
164,60
177,60
182,60
183,60
187,60
193,60
194,60
4,61
5,61
6,61
7,61
8,61
9,61
10,61
11,61
12,61
13,61
14,61
15,61
16,61
58,61
59,61
60,61
61,61
62,61
63,61
64,61
65,61
66,61
69,61
77,61
78,61
79,61
80,61
81,61
82,61
83,61
84,61
85,61
86,61
87,61
88,61
89,61
90,61
91,61
92,61
93,61
94,61
101,61
102,61
103,61
104,61
105,61
106,61
107,61
108,61
109,61
113,61
114,61
117,61
118,61
119,61
120,61
121,61
122,61
123,61
124,61
125,61
126,61
127,61
128,61
129,61
132,61
133,61
134,61
135,61
136,61
137,61
139,61
140,61
141,61
142,61
156,61
157,61
163,61
164,61
178,61
182,61
183,61
187,61
188,61
189,61
190,61
193,61
194,61
4,62
5,62
6,62
7,62
8,62
9,62
10,62
11,62
12,62
13,62
14,62
15,62
16,62
58,62
59,62
62,62
63,62
64,62
65,62
66,62
67,62
68,62
69,62
77,62
78,62
79,62
80,62
81,62
82,62
83,62
84,62
85,62
86,62
87,62
88,62
89,62
90,62
91,62
92,62
93,62
94,62
95,62
101,62
102,62
103,62
104,62
105,62
106,62
107,62
108,62
109,62
110,62
111,62
117,62
118,62
119,62
120,62
121,62
122,62
123,62
124,62
125,62
126,62
127,62
128,62
129,62
132,62
133,62
137,62
139,62
140,62
141,62
142,62
168,62
169,62
179,62
193,62
194,62
4,63
5,63
6,63
7,63
8,63
9,63
10,63
11,63
12,63
13,63
14,63
15,63
16,63
76,63
77,63
78,63
79,63
80,63
81,63
82,63
83,63
84,63
85,63
86,63
87,63
88,63
89,63
90,63
91,63
92,63
93,63
94,63
95,63
98,63
99,63
100,63
110,63
111,63
117,63
118,63
119,63
120,63
121,63
122,63
123,63
124,63
125,63
126,63
127,63
128,63
129,63
132,63
133,63
137,63
139,63
140,63
141,63
142,63
149,63
152,63
153,63
161,63
167,63
168,63
169,63
170,63
171,63
174,63
175,63
176,63
180,63
190,63
191,63
192,63
193,63
194,63
4,64
5,64
6,64
7,64
8,64
9,64
10,64
11,64
12,64
13,64
14,64
15,64
16,64
98,64
99,64
100,64
110,64
111,64
112,64
113,64
114,64
115,64
117,64
118,64
121,64
122,64
124,64
125,64
128,64
129,64
132,64
133,64
137,64
139,64
140,64
141,64
142,64
152,64
153,64
167,64
168,64
169,64
170,64
171,64
174,64
175,64
176,64
177,64
190,64
191,64
192,64
193,64
194,64
4,65
5,65
6,65
7,65
8,65
9,65
10,65
11,65
12,65
13,65
14,65
15,65
16,65
59,65
60,65
61,65
62,65
63,65
64,65
65,65
66,65
98,65
99,65
100,65
110,65
111,65
112,65
113,65
114,65
115,65
121,65
122,65
124,65
125,65
128,65
129,65
132,65
133,65
137,65
139,65
140,65
141,65
142,65
152,65
153,65
157,65
158,65
163,65
168,65
169,65
170,65
174,65
175,65
176,65
177,65
178,65
4,66
5,66
6,66
7,66
8,66
9,66
10,66
11,66
12,66
13,66
14,66
15,66
16,66
19,66
20,66
21,66
59,66
60,66
61,66
62,66
63,66
64,66
65,66
66,66
67,66
68,66
69,66
132,66
133,66
137,66
139,66
140,66
141,66
142,66
152,66
153,66
157,66
158,66
163,66
4,67
5,67
6,67
7,67
8,67
9,67
10,67
11,67
12,67
13,67
14,67
15,67
16,67
19,67
20,67
21,67
22,67
23,67
24,67
25,67
26,67
59,67
60,67
61,67
62,67
63,67
64,67
65,67
66,67
67,67
68,67
69,67
121,67
132,67
133,67
134,67
135,67
136,67
137,67
139,67
140,67
141,67
142,67
143,67
144,67
145,67
146,67
147,67
148,67
149,67
150,67
152,67
153,67
157,67
158,67
159,67
160,67
161,67
162,67
163,67
59,68
60,68
61,68
62,68
63,68
64,68
65,68
66,68
67,68
68,68
69,68
121,68
139,68
140,68
141,68
142,68
143,68
144,68
145,68
146,68
147,68
148,68
149,68
150,68
157,68
158,68
159,68
160,68
161,68
162,68
163,68
59,69
60,69
61,69
62,69
63,69
64,69
65,69
66,69
67,69
68,69
69,69
59,70
60,70
61,70
62,70
63,70
64,70
65,70
66,70
67,70
68,70
69,70
60,71
61,71
62,71
63,71
64,71
65,71
66,71
67,71
68,71
69,71
70,71
120,71
121,71
122,71
123,71
124,71
60,72
61,72
62,72
63,72
64,72
65,72
66,72
67,72
68,72
69,72
120,72
121,72
122,72
123,72
124,72
16,73
17,73
18,73
20,73
21,73
22,73
26,73
27,73
28,73
29,73
30,73
31,73
32,73
33,73
59,73
60,73
61,73
62,73
63,73
64,73
65,73
66,73
67,73
68,73
69,73
127,73
128,73
17,74
18,74
20,74
21,74
22,74
25,74
26,74
27,74
31,74
32,74
33,74
35,74
38,74
39,74
40,74
41,74
42,74
59,74
60,74
61,74
62,74
63,74
64,74
65,74
66,74
67,74
68,74
69,74
146,74
147,74
148,74
149,74
150,74
151,74
152,74
153,74
154,74
158,74
159,74
160,74
161,74
162,74
163,74
164,74
20,75
21,75
22,75
25,75
28,75
35,75
36,75
38,75
39,75
40,75
41,75
42,75
65,75
66,75
67,75
68,75
69,75
97,75
98,75
120,75
121,75
122,75
145,75
146,75
147,75
148,75
149,75
150,75
151,75
152,75
153,75
154,75
157,75
158,75
159,75
160,75
161,75
162,75
163,75
164,75
165,75
21,76
24,76
25,76
28,76
36,76
37,76
38,76
39,76
40,76
41,76
42,76
97,76
98,76
120,76
121,76
122,76
134,76
135,76
139,76
144,76
145,76
146,76
147,76
148,76
149,76
150,76
151,76
152,76
153,76
154,76
157,76
158,76
159,76
160,76
161,76
162,76
163,76
164,76
165,76
166,76
187,76
188,76
189,76
190,76
191,76
24,77
25,77
26,77
27,77
28,77
29,77
30,77
31,77
35,77
36,77
37,77
38,77
39,77
40,77
41,77
42,77
43,77
44,77
45,77
46,77
47,77
78,77
79,77
80,77
81,77
82,77
83,77
84,77
85,77
86,77
87,77
88,77
89,77
90,77
91,77
92,77
93,77
94,77
95,77
96,77
97,77
98,77
99,77
100,77
101,77
102,77
105,77
106,77
107,77
108,77
109,77
113,77
114,77
120,77
121,77
122,77
126,77
127,77
128,77
129,77
130,77
131,77
132,77
134,77
135,77
136,77
137,77
138,77
139,77
144,77
145,77
146,77
147,77
148,77
149,77
150,77
151,77
152,77
153,77
154,77
157,77
158,77
159,77
160,77
161,77
162,77
163,77
164,77
170,77
171,77
173,77
174,77
175,77
187,77
188,77
189,77
190,77
191,77
24,78
25,78
26,78
27,78
28,78
29,78
30,78
31,78
35,78
36,78
37,78
38,78
39,78
40,78
41,78
42,78
43,78
44,78
45,78
46,78
47,78
59,78
60,78
61,78
62,78
63,78
64,78
65,78
66,78
67,78
68,78
69,78
70,78
78,78
79,78
80,78
81,78
82,78
83,78
84,78
85,78
86,78
87,78
88,78
89,78
90,78
91,78
92,78
93,78
94,78
95,78
96,78
97,78
98,78
99,78
100,78
101,78
102,78
103,78
104,78
105,78
106,78
107,78
108,78
109,78
113,78
114,78
120,78
121,78
122,78
127,78
128,78
129,78
130,78
131,78
132,78
134,78
135,78
136,78
137,78
138,78
139,78
145,78
146,78
147,78
150,78
151,78
152,78
153,78
154,78
157,78
158,78
159,78
160,78
162,78
163,78
171,78
172,78
173,78
174,78
25,79
26,79
27,79
28,79
29,79
30,79
31,79
35,79
36,79
37,79
39,79
40,79
43,79
44,79
45,79
46,79
52,79
55,79
56,79
57,79
59,79
60,79
62,79
63,79
66,79
69,79
70,79
78,79
79,79
80,79
81,79
82,79
83,79
84,79
85,79
86,79
87,79
88,79
89,79
90,79
91,79
92,79
93,79
94,79
95,79
96,79
97,79
98,79
99,79
100,79
101,79
102,79
103,79
104,79
105,79
106,79
107,79
108,79
109,79
112,79
113,79
114,79
115,79
117,79
118,79
119,79
134,79
135,79
139,79
172,79
173,79
26,80
27,80
28,80
29,80
30,80
31,80
35,80
36,80
37,80
38,80
40,80
41,80
43,80
44,80
45,80
51,80
52,80
55,80
56,80
70,80
71,80
72,80
73,80
78,80
79,80
80,80
81,80
82,80
83,80
84,80
85,80
86,80
87,80
88,80
89,80
90,80
91,80
92,80
93,80
94,80
95,80
96,80
97,80
98,80
99,80
100,80
101,80
102,80
103,80
104,80
105,80
106,80
107,80
108,80
109,80
112,80
113,80
114,80
117,80
118,80
119,80
165,80
171,80
172,80
173,80
179,80
180,80
181,80
182,80
183,80
184,80
185,80
186,80
187,80
188,80
189,80
190,80
191,80
192,80
193,80
27,81
28,81
29,81
30,81
31,81
35,81
36,81
37,81
38,81
39,81
41,81
42,81
43,81
44,81
52,81
53,81
54,81
55,81
56,81
59,81
60,81
61,81
62,81
63,81
64,81
65,81
66,81
67,81
68,81
69,81
70,81
71,81
72,81
73,81
74,81
75,81
76,81
77,81
78,81
79,81
80,81
81,81
82,81
83,81
84,81
85,81
86,81
87,81
88,81
89,81
90,81
91,81
92,81
93,81
94,81
95,81
96,81
97,81
98,81
99,81
100,81
101,81
102,81
103,81
104,81
105,81
106,81
107,81
108,81
109,81
112,81
113,81
114,81
116,81
117,81
118,81
129,81
130,81
131,81
132,81
133,81
134,81
142,81
143,81
164,81
165,81
166,81
171,81
178,81
179,81
180,81
181,81
182,81
183,81
184,81
185,81
186,81
187,81
188,81
189,81
190,81
191,81
192,81
193,81
194,81
31,82
34,82
35,82
36,82
37,82
38,82
39,82
40,82
42,82
43,82
49,82
53,82
54,82
60,82
61,82
62,82
63,82
64,82
65,82
66,82
67,82
68,82
69,82
70,82
71,82
72,82
73,82
74,82
75,82
76,82
77,82
78,82
79,82
80,82
81,82
82,82
83,82
84,82
85,82
86,82
87,82
88,82
89,82
90,82
91,82
92,82
93,82
94,82
95,82
96,82
97,82
98,82
99,82
100,82
101,82
102,82
103,82
104,82
105,82
106,82
107,82
108,82
113,82
114,82
117,82
118,82
119,82
122,82
123,82
124,82
125,82
126,82
127,82
129,82
130,82
131,82
132,82
133,82
134,82
135,82
142,82
143,82
144,82
154,82
155,82
156,82
157,82
158,82
163,82
164,82
165,82
166,82
167,82
177,82
178,82
179,82
182,82
183,82
184,82
185,82
186,82
187,82
188,82
189,82
190,82
191,82
192,82
193,82
31,83
32,83
33,83
34,83
35,83
36,83
37,83
38,83
41,83
42,83
48,83
49,83
60,83
61,83
62,83
63,83
64,83
65,83
66,83
67,83
68,83
69,83
70,83
71,83
72,83
73,83
74,83
75,83
76,83
77,83
78,83
79,83
80,83
81,83
82,83
83,83
84,83
85,83
86,83
87,83
88,83
89,83
90,83
91,83
92,83
93,83
94,83
95,83
96,83
97,83
98,83
99,83
100,83
101,83
102,83
103,83
104,83
105,83
106,83
107,83
108,83
109,83
113,83
122,83
123,83
124,83
125,83
126,83
127,83
128,83
129,83
130,83
131,83
132,83
133,83
134,83
135,83
142,83
143,83
144,83
145,83
148,83
154,83
155,83
156,83
157,83
158,83
162,83
163,83
164,83
165,83
166,83
167,83
168,83
169,83
177,83
178,83
179,83
181,83
182,83
183,83
184,83
185,83
186,83
188,83
189,83
190,83
191,83
192,83
193,83
31,84
32,84
33,84
34,84
35,84
36,84
37,84
38,84
39,84
47,84
48,84
49,84
61,84
62,84
63,84
64,84
65,84
66,84
67,84
68,84
69,84
70,84
71,84
72,84
73,84
74,84
75,84
76,84
77,84
78,84
79,84
80,84
81,84
82,84
83,84
84,84
85,84
86,84
87,84
88,84
89,84
90,84
91,84
92,84
93,84
94,84
95,84
96,84
97,84
98,84
99,84
100,84
101,84
102,84
103,84
104,84
105,84
106,84
107,84
108,84
109,84
120,84
121,84
123,84
124,84
126,84
127,84
133,84
134,84
135,84
144,84
145,84
146,84
148,84
149,84
154,84
158,84
161,84
162,84
163,84
167,84
168,84
169,84
170,84
176,84
177,84
178,84
179,84
181,84
182,84
183,84
184,84
187,84
188,84
189,84
190,84
191,84
35,85
36,85
37,85
38,85
39,85
46,85
47,85
48,85
61,85
62,85
63,85
64,85
65,85
66,85
67,85
68,85
69,85
70,85
71,85
72,85
73,85
74,85
75,85
76,85
77,85
78,85
79,85
80,85
81,85
82,85
83,85
84,85
85,85
86,85
87,85
88,85
89,85
90,85
91,85
92,85
93,85
94,85
95,85
96,85
97,85
98,85
99,85
104,85
105,85
106,85
107,85
108,85
109,85
120,85
121,85
123,85
124,85
126,85
127,85
145,85
146,85
148,85
149,85
150,85
154,85
158,85
162,85
163,85
164,85
166,85
167,85
168,85
169,85
177,85
178,85
179,85
181,85
182,85
183,85
184,85
186,85
187,85
188,85
189,85
190,85
191,85
45,86
46,86
47,86
48,86
62,86
63,86
64,86
65,86
66,86
67,86
68,86
69,86
70,86
71,86
72,86
73,86
74,86
75,86
76,86
77,86
78,86
79,86
80,86
81,86
82,86
83,86
84,86
85,86
86,86
87,86
88,86
89,86
90,86
91,86
92,86
93,86
94,86
95,86
96,86
97,86
98,86
99,86
106,86
107,86
108,86
109,86
120,86
121,86
123,86
124,86
126,86
127,86
133,86
148,86
149,86
150,86
154,86
158,86
164,86
165,86
166,86
181,86
182,86
183,86
184,86
186,86
187,86
188,86
189,86
190,86
191,86
33,87
34,87
35,87
36,87
44,87
45,87
46,87
47,87
63,87
64,87
65,87
66,87
67,87
68,87
69,87
70,87
71,87
72,87
73,87
74,87
75,87
76,87
77,87
78,87
79,87
80,87
81,87
82,87
83,87
84,87
85,87
86,87
87,87
88,87
89,87
90,87
103,87
106,87
107,87
108,87
120,87
121,87
122,87
123,87
124,87
125,87
126,87
127,87
129,87
133,87
139,87
145,87
146,87
147,87
148,87
149,87
153,87
154,87
155,87
156,87
157,87
162,87
186,87
187,87
188,87
189,87
190,87
32,88
33,88
34,88
35,88
36,88
43,88
44,88
45,88
46,88
63,88
64,88
65,88
66,88
67,88
68,88
69,88
70,88
71,88
72,88
73,88
74,88
75,88
76,88
77,88
78,88
79,88
80,88
81,88
82,88
83,88
84,88
85,88
86,88
87,88
88,88
89,88
103,88
107,88
110,88
111,88
112,88
120,88
121,88
122,88
123,88
124,88
125,88
126,88
127,88
129,88
130,88
131,88
132,88
138,88
139,88
140,88
141,88
142,88
146,88
147,88
148,88
174,88
175,88
176,88
190,88
31,89
32,89
33,89
34,89
35,89
36,89
37,89
41,89
42,89
43,89
44,89
64,89
65,89
66,89
67,89
68,89
69,89
70,89
71,89
72,89
73,89
74,89
75,89
76,89
77,89
78,89
110,89
111,89
112,89
120,89
121,89
123,89
124,89
126,89
127,89
129,89
132,89
139,89
140,89
141,89
147,89
174,89
175,89
176,89
177,89
178,89
179,89
180,89
181,89
184,89
185,89
31,90
32,90
33,90
34,90
35,90
36,90
37,90
38,90
39,90
41,90
42,90
43,90
47,90
48,90
65,90
66,90
67,90
68,90
69,90
70,90
72,90
73,90
74,90
75,90
76,90
77,90
78,90
79,90
80,90
81,90
82,90
83,90
84,90
85,90
86,90
87,90
88,90
108,90
109,90
110,90
111,90
112,90
120,90
121,90
123,90
124,90
126,90
127,90
138,90
139,90
140,90
141,90
174,90
175,90
176,90
177,90
178,90
179,90
180,90
181,90
182,90
183,90
184,90
185,90
186,90
31,91
32,91
33,91
34,91
35,91
36,91
37,91
38,91
39,91
45,91
46,91
47,91
48,91
65,91
66,91
67,91
68,91
